ID,Age,Attrition,AttritionBinary,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,DailyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
572,21,Yes,1,Travel_Rarely,Research & Development,18,1,Other,1,923,4,Female,65,3,1,Research Scientist,4,Single,2693,8870,1427,1,Y,No,19,3,1,80,0,1,3,2,1,0,0,0
588,36,Yes,1,Travel_Rarely,Sales,9,4,Life Sciences,1,27,3,Male,82,2,1,Sales Representative,1,Single,3407,6986,1218,7,Y,No,23,4,2,80,0,10,4,3,5,3,0,3
592,34,Yes,1,Travel_Rarely,Sales,24,4,Medical,1,1489,1,Female,40,2,2,Sales Executive,2,Single,4599,7815,790,0,Y,Yes,23,4,3,80,0,16,2,4,15,9,10,10
593,28,Yes,1,Travel_Frequently,Sales,1,3,Technical Degree,1,1486,1,Male,92,3,1,Sales Representative,3,Married,2909,15747,1496,3,Y,No,15,3,4,80,1,5,3,4,3,2,1,2
600,24,Yes,1,Travel_Rarely,Research & Development,1,3,Medical,1,45,2,Male,61,3,1,Research Scientist,4,Married,2293,3020,813,2,Y,Yes,16,3,1,80,1,6,2,2,2,0,2,0
605,29,Yes,1,Travel_Rarely,Sales,9,3,Marketing,1,1752,2,Female,52,1,1,Sales Representative,2,Single,2760,14630,428,1,Y,No,13,3,3,80,0,2,3,3,2,2,2,2
613,33,Yes,1,Travel_Rarely,Research & Development,2,2,Life Sciences,1,328,1,Female,39,3,1,Laboratory Technician,1,Married,2707,21509,465,7,Y,No,20,4,1,80,0,13,3,4,9,7,1,7
614,19,Yes,1,Travel_Rarely,Sales,21,3,Other,1,959,4,Male,37,2,1,Sales Representative,2,Single,2121,9947,419,1,Y,Yes,13,3,2,80,0,1,3,4,1,0,0,0
621,20,Yes,1,Travel_Frequently,Research & Development,6,3,Life Sciences,1,137,4,Female,66,2,1,Laboratory Technician,4,Single,2926,19783,871,1,Y,Yes,18,3,2,80,0,1,5,3,1,0,1,0
625,28,Yes,1,Travel_Frequently,Research & Development,2,2,Medical,1,1504,3,Male,38,2,1,Laboratory Technician,1,Single,2561,5355,289,7,Y,No,11,3,3,80,0,8,2,2,0,0,0,0
640,27,Yes,1,Travel_Rarely,Sales,2,1,Marketing,1,667,3,Male,85,3,1,Sales Representative,1,Divorced,3041,16346,1420,0,Y,No,11,3,2,80,1,5,3,3,4,3,0,2
644,34,Yes,1,Non-Travel,Research & Development,16,4,Technical Degree,1,1905,4,Male,85,1,1,Research Scientist,1,Married,2307,14460,967,1,Y,Yes,23,4,2,80,1,5,2,3,5,2,3,0
645,41,Yes,1,Non-Travel,Research & Development,5,2,Life Sciences,1,1210,1,Male,95,2,1,Research Scientist,1,Divorced,2107,20293,906,6,Y,No,17,3,1,80,1,5,2,1,1,0,0,0
647,18,Yes,1,Non-Travel,Research & Development,8,1,Medical,1,1156,3,Male,80,3,1,Laboratory Technician,3,Single,1904,13556,247,1,Y,No,12,3,4,80,0,0,0,3,0,0,0,0
650,40,Yes,1,Travel_Rarely,Research & Development,7,3,Life Sciences,1,1649,1,Male,73,3,1,Laboratory Technician,1,Single,2166,3339,1329,3,Y,Yes,14,3,2,80,0,10,3,1,4,2,0,3
655,22,Yes,1,Travel_Frequently,Research & Development,4,1,Technical Degree,1,593,3,Male,99,2,1,Laboratory Technician,3,Single,3894,9129,1368,5,Y,No,16,3,3,80,0,4,3,3,2,2,1,2
668,33,Yes,1,Travel_Rarely,Research & Development,10,1,Medical,1,584,1,Male,38,1,1,Laboratory Technician,4,Divorced,3408,6705,587,7,Y,No,13,3,1,80,3,8,2,3,4,3,1,3
669,32,Yes,1,Travel_Rarely,Research & Development,7,2,Life Sciences,1,1309,4,Male,79,3,2,Laboratory Technician,3,Married,4883,22845,1089,1,Y,No,18,3,1,80,1,10,3,3,10,4,1,1
674,35,Yes,1,Travel_Frequently,Research & Development,25,4,Life Sciences,1,881,4,Female,96,3,1,Research Scientist,2,Divorced,2022,16612,130,1,Y,Yes,19,3,1,80,1,10,3,2,10,2,7,8
687,29,Yes,1,Travel_Frequently,Research & Development,14,1,Other,1,1421,3,Female,84,3,3,Healthcare Representative,4,Single,7553,22930,337,0,Y,Yes,12,3,1,80,0,9,1,3,8,7,7,7
689,19,Yes,1,Travel_Rarely,Research & Development,2,3,Life Sciences,1,243,2,Male,47,2,1,Laboratory Technician,4,Single,1102,9241,303,1,Y,No,22,4,3,80,0,1,3,2,1,0,1,0
692,47,Yes,1,Non-Travel,Research & Development,29,4,Life Sciences,1,376,1,Male,88,3,3,Manager,2,Married,11849,10268,666,1,Y,Yes,12,3,4,80,1,10,2,2,10,7,9,9
694,30,Yes,1,Travel_Frequently,Research & Development,4,3,Technical Degree,1,514,3,Male,40,3,1,Research Scientist,4,Single,2285,3427,464,9,Y,Yes,23,4,3,80,0,3,4,3,1,0,0,0
699,18,Yes,1,Travel_Frequently,Sales,3,2,Medical,1,1624,2,Female,70,3,1,Sales Representative,4,Single,1569,18420,544,1,Y,Yes,12,3,3,80,0,0,2,4,0,0,0,0
704,26,Yes,1,Travel_Rarely,Human Resources,20,2,Medical,1,1818,4,Female,69,3,1,Human Resources,2,Married,2148,6889,920,0,Y,Yes,11,3,3,80,0,6,3,3,5,1,1,4
716,24,Yes,1,Travel_Rarely,Human Resources,22,1,Human Resources,1,1714,4,Male,58,1,1,Human Resources,3,Married,1555,11585,240,1,Y,No,11,3,3,80,1,1,2,3,1,0,0,0
719,35,Yes,1,Travel_Frequently,Sales,12,4,Other,1,1667,4,Male,36,3,2,Sales Executive,4,Single,4581,10414,880,3,Y,Yes,24,4,1,80,0,13,2,4,11,9,6,7
729,26,Yes,1,Travel_Rarely,Research & Development,24,3,Technical Degree,1,622,3,Male,66,1,1,Laboratory Technician,4,Single,2340,23213,471,1,Y,Yes,18,3,2,80,0,1,3,1,1,0,0,0
732,39,Yes,1,Travel_Rarely,Sales,3,2,Medical,1,445,4,Female,41,3,2,Sales Executive,3,Married,5238,17778,1162,4,Y,Yes,18,3,1,80,0,12,3,2,1,0,0,0
733,27,Yes,1,Travel_Frequently,Human Resources,22,3,Human Resources,1,1944,1,Female,58,2,1,Human Resources,2,Married,2863,19555,1337,1,Y,No,12,3,1,80,0,1,2,3,1,0,0,0
734,32,Yes,1,Non-Travel,Sales,11,4,Other,1,631,4,Male,60,4,2,Sales Executive,3,Married,4707,23914,1474,8,Y,No,12,3,4,80,0,6,2,3,4,2,1,2
747,29,Yes,1,Travel_Rarely,Human Resources,13,3,Human Resources,1,1844,1,Male,56,2,1,Human Resources,1,Divorced,2335,3157,350,4,Y,Yes,15,3,4,80,3,4,3,3,2,2,2,0
751,20,Yes,1,Travel_Frequently,Sales,9,3,Marketing,1,1077,4,Female,54,3,1,Sales Representative,4,Single,2323,17205,769,1,Y,Yes,14,3,2,80,0,2,3,3,2,2,0,2
752,31,Yes,1,Travel_Frequently,Sales,1,3,Life Sciences,1,1331,4,Female,54,3,1,Sales Representative,2,Single,2302,8319,1060,1,Y,Yes,11,3,1,80,0,3,2,4,3,2,2,2
754,46,Yes,1,Travel_Rarely,Sales,10,3,Life Sciences,1,1869,3,Female,64,3,3,Sales Executive,2,Married,7314,14011,1254,5,Y,No,21,4,3,80,3,14,2,3,8,7,0,7
760,45,Yes,1,Travel_Rarely,Sales,2,3,Marketing,1,1277,1,Female,94,1,5,Manager,2,Single,18824,2493,1449,2,Y,Yes,16,3,1,80,0,26,2,3,24,10,1,11
761,29,Yes,1,Travel_Rarely,Research & Development,10,3,Life Sciences,1,994,4,Female,92,2,1,Research Scientist,1,Single,2404,11479,906,6,Y,Yes,20,4,3,80,0,3,5,3,0,0,0,0
774,36,Yes,1,Travel_Rarely,Research & Development,9,3,Medical,1,90,4,Male,79,2,1,Research Scientist,3,Married,3388,21777,318,0,Y,Yes,17,3,1,80,1,2,0,2,1,0,0,0
780,29,Yes,1,Travel_Rarely,Research & Development,1,4,Medical,1,2027,1,Male,36,3,1,Research Scientist,4,Married,4787,26124,1092,9,Y,Yes,14,3,2,80,3,4,3,4,2,2,2,2
781,41,Yes,1,Travel_Rarely,Sales,20,2,Marketing,1,248,2,Female,70,3,1,Sales Representative,2,Single,3140,21728,1356,1,Y,Yes,22,4,4,80,0,4,5,2,4,3,0,2
788,52,Yes,1,Travel_Rarely,Research & Development,8,4,Medical,1,433,3,Male,85,2,2,Research Scientist,2,Married,4941,17747,723,2,Y,No,15,3,1,80,0,11,3,2,8,2,7,7
796,33,Yes,1,Travel_Frequently,Research & Development,3,3,Life Sciences,1,702,1,Male,70,3,1,Research Scientist,1,Single,3348,3164,1076,1,Y,Yes,11,3,1,80,0,10,3,3,10,8,9,7
798,22,Yes,1,Travel_Rarely,Research & Development,8,1,Medical,1,1783,3,Female,79,3,1,Laboratory Technician,1,Married,2398,15999,1294,1,Y,Yes,17,3,3,80,0,1,6,3,1,0,0,0
799,19,Yes,1,Non-Travel,Research & Development,10,3,Medical,1,1248,1,Female,96,2,1,Research Scientist,2,Single,1859,6148,504,1,Y,Yes,25,4,2,80,0,1,2,4,1,1,0,0
804,35,Yes,1,Travel_Rarely,Sales,4,3,Technical Degree,1,1100,4,Male,86,3,3,Sales Executive,1,Single,9582,10333,1204,0,Y,Yes,22,4,1,80,0,9,2,3,8,7,4,7
820,28,Yes,1,Travel_Rarely,Sales,13,2,Marketing,1,1933,4,Female,84,3,2,Sales Executive,3,Single,9854,23352,1475,3,Y,Yes,11,3,4,80,0,6,0,3,2,0,2,2
824,31,Yes,1,Travel_Frequently,Research & Development,15,3,Medical,1,1160,3,Male,72,3,1,Laboratory Technician,3,Married,2610,6233,874,1,Y,No,12,3,3,80,1,2,5,2,2,2,2,2
827,31,Yes,1,Travel_Rarely,Sales,16,4,Marketing,1,1761,1,Male,70,3,3,Sales Executive,3,Married,8161,19002,1079,2,Y,No,13,3,1,80,3,10,2,3,1,0,0,0
832,19,Yes,1,Travel_Rarely,Sales,22,1,Marketing,1,167,4,Male,50,3,1,Sales Representative,3,Single,1675,26820,528,1,Y,Yes,19,3,4,80,0,0,2,2,0,0,0,0
841,18,Yes,1,Travel_Rarely,Research & Development,3,3,Life Sciences,1,405,3,Male,54,3,1,Laboratory Technician,3,Single,1420,25233,230,1,Y,No,13,3,3,80,0,0,2,3,0,0,0,0
849,40,Yes,1,Travel_Rarely,Sales,22,2,Marketing,1,492,3,Male,68,2,2,Sales Executive,3,Married,6380,6110,575,2,Y,Yes,12,3,1,80,2,8,6,3,6,4,1,0
851,31,Yes,1,Travel_Rarely,Sales,20,3,Life Sciences,1,175,2,Female,71,1,2,Sales Executive,3,Married,4559,24788,542,3,Y,Yes,11,3,3,80,1,4,2,3,2,2,2,2
857,30,Yes,1,Travel_Rarely,Research & Development,3,3,Technical Degree,1,297,4,Female,88,3,1,Research Scientist,1,Single,2657,8556,1005,5,Y,Yes,11,3,3,80,0,8,5,3,5,2,0,4
860,44,Yes,1,Travel_Rarely,Research & Development,15,3,Medical,1,1295,1,Female,73,3,3,Healthcare Representative,4,Married,7978,14075,621,1,Y,No,11,3,4,80,1,10,2,3,10,7,0,5
863,34,Yes,1,Non-Travel,Sales,19,3,Marketing,1,502,1,Male,67,4,2,Sales Executive,4,Single,5304,4652,1362,8,Y,Yes,13,3,2,80,0,9,3,2,5,2,0,4
